RNUM,NATION_NM,ISIN,KOR_SECN_NM,SUM_FRSEC_BUY_AMT,SUM_FRSEC_SELL_AMT,SUM_FRSEC_TOT_AMT,SUM_FRSEC_NET_BUY_AMT,month
16,미국,US18914F1030,CLOVER HEALTH INVESTMENTS CORP MRGR 007843399 KYG8251K1076,124533132,116827981,241361112,7705151,2021-06
17,미국,US74347G8612,PROSHARES ULTRAPRO SHORT QQQ ETF,111813873,97795434,209609306,14018439,2021-06
18,미국,US21077C1071,CONTEXTLOGIC INC,110221192,97998822,208220014,12222369,2021-06
19,미국,US0970231058,BOEING CO,106159254,83598314,189757568,22560940,2021-06
20,미국,US78462F1030,SPDR SP 500 ETF TRUST,95803255,42407103,138210358,53396152,2021-06
21,미국,US5949181045,MICROSOFT CORP,94813702,74561607,169375309,20252095,2021-06
22,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,93989173,60660532,154649706,33328641,2021-06
23,미국,CA86730L1094,SUNDIAL GROWERS INC,90932398,91234552,182166950,-302155,2021-06
24,미국,US6873051022,ORPHAZYME AS ADR,85364444,75180419,160544863,10184025,2021-06
25,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,84431009,104286844,188717853,-19855835,2021-06
26,미국,US30303M1027,META PLATFORMS INC CL A,80217183,34240825,114458007,45976358,2021-06
27,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,79385536,149798437,229183973,-70412900,2021-06
28,미국,PA1436583006,CARNIVAL CORP,78855486,60365698,139221183,18489788,2021-06
29,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),77086568,97865149,174951717,-20778581,2021-06
30,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,76871643,86947232,163818875,-10075590,2021-06
31,미국,US92534K1079,VERTEX ENERGY INC,74788852,74758914,149547766,29939,2021-06
32,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,73383345,65111265,138494609,8272080,2021-06
33,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,72754665,62870975,135625640,9883690,2021-06
34,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,64397597,69752302,134149899,-5354706,2021-06
35,미국,US26853E1029,EHANG HOLDINGS LTD ADR,60388969,51539944,111928913,8849025,2021-06
36,미국,US83067L1098,SKILLZ INC CL A MRGR 007792308 US34407Y1038,59998679,74748165,134746843,-14749486,2021-06
37,미국,US91332U1016,UNITY SOFTWARE INC,57928418,66058614,123987032,-8130196,2021-06
38,미국,US25460G6908,DIREXION DAILY SEMICONDUCTORS BEAR 3X SHS ETF SPLR 007451727 US25460E1828,57306106,53462519,110768625,3843588,2021-06
39,미국,US2546871060,WALT DISNEY CO,55782198,46472231,102254429,9309967,2021-06
40,미국,US6837121036,OPENDOOR TECHNOLOGIES INC,54351985,42716539,97068525,11635446,2021-06
41,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,53752582,31145102,84897684,22607480,2021-06
42,미국,US83406F1021,SOFI TECHNOLOGIES INC,53087810,72446633,125534443,-19358823,2021-06
43,미국,US0079031078,ADVANCED MICRO DEVICES INC,52764138,45370586,98134724,7393552,2021-06
44,미국,US72919P2020,PLUG POWER INC,51703337,47469000,99172337,4234337,2021-06
45,미국,US00206R1023,AT AND T INC,50320744,29886854,80207598,20433891,2021-06
46,미국,USN070592100,ASML HOLDING NV ADR,50301818,42631552,92933370,7670266,2021-06
47,미국,US60770K1079,MODERNA INC,48490736,74886420,123377156,-26395684,2021-06
48,미국,US89102U1034,TORCHLIGHT ENERGY RESOURCES  INC.,48292940,51879538,100172478,-3586597,2021-06
49,미국,US28252C1099,POLISHED ORD,48059997,38919812,86979809,9140185,2021-06
50,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,47040806,62256115,109296922,-15215309,2021-06
1,미국,US88160R1014,TESLA INC,683830623,710792821,1394623445,-26962198,2021-07
2,미국,US0378331005,APPLE INC,387722337,577693686,965416023,-189971350,2021-07
3,미국,US0231351067,AMAZON.COM INC,375424691,277592115,653016806,97832576,2021-07
4,미국,US67066G1040,NVIDIA CORP,336640177,303770770,640410947,32869407,2021-07
5,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,298345976,291808028,590154004,6537948,2021-07
6,미국,US92766K1060,VIRGIN GALACTIC HOLDINGS INC CL A,277119266,305738576,582857842,-28619311,2021-07
7,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,260462581,230720387,491182968,29742194,2021-07
8,미국,US02079K3059,ALPHABET INC CL A,247046466,145014747,392061213,102031719,2021-07
9,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,246287533,291056398,537343932,-44768865,2021-07
10,미국,US5949181045,MICROSOFT CORP,231364195,135347650,366711845,96016544,2021-07
11,미국,US60770K1079,MODERNA INC,202707664,193059914,395767578,9647751,2021-07
12,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,192110248,130610534,322720781,61499714,2021-07
13,미국,US7710491033,ROBLOX CORP CL A,190152313,114340473,304492785,75811840,2021-07
14,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),165133073,184948155,350081228,-19815082,2021-07
15,미국,US30303M1027,META PLATFORMS INC CL A,158180555,68044907,226225462,90135648,2021-07
16,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,145697594,188486947,334184541,-42789353,2021-07
17,미국,PA1436583006,CARNIVAL CORP,129220793,77511876,206732669,51708917,2021-07
18,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,126917272,77299726,204216998,49617545,2021-07
19,미국,US74347G8612,PROSHARES ULTRAPRO SHORT QQQ ETF,121924265,113313924,235238189,8610341,2021-07
20,홍콩,HK2828013055,HANG SENG CHINA ENTERPRISES INDEX ETF (HKD),120885431,3557788,124443218,117327643,2021-07
21,미국,US78462F1030,SPDR SP 500 ETF TRUST,120833391,79319993,200153385,41513398,2021-07
22,미국,US30162V4095,EXELA TECHNOLOGIES INC SPLR 007781203 US30162V1026,120176884,113498397,233675281,6678487,2021-07
23,미국,US37954Y8553,GLOBAL X LITHIUM N BATTERY TECH ETF,113176239,55998940,169175179,57177299,2021-07
24,미국,US1714391026,CHURCHILL CAPITAL CORP IV,107543631,97836971,205380602,9706661,2021-07
25,미국,US0970231058,BOEING CO,102516017,68327305,170843321,34188712,2021-07
26,미국,US83406F1021,SOFI TECHNOLOGIES INC,99533687,63432258,162965945,36101429,2021-07
27,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,94126707,91554498,185681205,2572209,2021-07
28,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,89556252,60384337,149940588,29171915,2021-07
29,미국,USN070592100,ASML HOLDING NV ADR,80927470,69667551,150595021,11259919,2021-07
30,미국,US0079031078,ADVANCED MICRO DEVICES INC,75049135,81850743,156899878,-6801608,2021-07
31,미국,US56804T2050,MARIN SOFTWARE INC,74651663,74670540,149322203,-18877,2021-07
32,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,74414136,98274379,172688515,-23860243,2021-07
33,홍콩,KYG875721634,TENCENT HOLDINGS LTD,74134784,37225878,111360661,36908906,2021-07
34,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,70683613,73563708,144247321,-2880095,2021-07
35,미국,US62914V1061,NIO INC ADR,68395142,80429790,148824932,-12034649,2021-07
36,미국,US23292E1082,DIDI GLOBAL INC ADR,67097151,49626153,116723303,17470998,2021-07
37,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,66811145,29395305,96206450,37415839,2021-07
38,미국,US0090661010,AIRBNB INC CL A,66227460,64685072,130912532,1542388,2021-07
39,미국,US74374T1097,PROTERRA INC,65899080,38346195,104245275,27552885,2021-07
40,미국,US2546871060,WALT DISNEY CO,65795416,68193462,133988879,-2398046,2021-07
41,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,61647851,38051092,99698943,23596759,2021-07
42,미국,US15961R1059,CHARGEPOINT HOLDINGS INC CL A MRGR 007972981 US87105M1027,59506585,32157082,91663667,27349503,2021-07
43,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,59009868,64939705,123949573,-5929837,2021-07
44,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,58853185,39213173,98066358,19640012,2021-07
45,미국,US4642875235,ISHARES SEMICONDUCTOR ETF,57854970,65843498,123698467,-7988528,2021-07
46,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,56251228,40853150,97104378,15398078,2021-07
47,미국,US02079K1079,ALPHABET INC CL C CHAN 39527405649 US38259P7069,56239346,29196412,85435758,27042934,2021-07
48,미국,KYG807511293,SGOCO GROUP LTD,51583065,50914344,102497409,668721,2021-07
49,미국,US25400W1027,DIGITAL TURBINE INC,48566740,35928515,84495255,12638226,2021-07
50,미국,US91332U1016,UNITY SOFTWARE INC,46250604,48108936,94359540,-1858331,2021-07
1,미국,US88160R1014,TESLA INC,891180144,990429592,1881609736,-99249447,2021-08
2,미국,US0231351067,AMAZON.COM INC,573227938,386123830,959351768,187104108,2021-08
3,미국,US60770K1079,MODERNA INC,470216649,410040789,880257437,60175860,2021-08
4,미국,US02079K3059,ALPHABET INC CL A,277321441,148092641,425414082,129228799,2021-08
5,미국,US67066G1040,NVIDIA CORP,268707129,274425596,543132725,-5718466,2021-08
6,미국,US0378331005,APPLE INC,265130638,361256147,626386785,-96125508,2021-08
7,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,264194733,226128752,490323486,38065981,2021-08
8,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),217340593,239801084,457141678,-22460491,2021-08
9,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,214241720,300454196,514695916,-86212476,2021-08
10,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,209166645,201274573,410441218,7892072,2021-08
11,미국,US37954Y8553,GLOBAL X LITHIUM N BATTERY TECH ETF,201787847,185485297,387273144,16302550,2021-08
12,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,179672409,142734797,322407206,36937612,2021-08
13,미국,US5949181045,MICROSOFT CORP,175851300,138360388,314211688,37490912,2021-08
14,미국,US0079031078,ADVANCED MICRO DEVICES INC,161581959,166125076,327707035,-4543117,2021-08
15,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,136124408,95886155,232010563,40238253,2021-08
16,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,134213453,136396412,270609865,-2182959,2021-08
17,미국,US30303M1027,META PLATFORMS INC CL A,127193903,110450395,237644298,16743508,2021-08
18,미국,US7707001027,ROBINHOOD MARKETS INC,127095035,115851979,242947014,11243056,2021-08
19,미국,US7170811035,PFIZER INC,123862422,83940465,207802887,39921956,2021-08
20,미국,US83406F1021,SOFI TECHNOLOGIES INC,117230922,72501618,189732540,44729305,2021-08
21,미국,US74347G8612,PROSHARES ULTRAPRO SHORT QQQ ETF,108307434,96156848,204464282,12150587,2021-08
22,미국,US78462F1030,SPDR SP 500 ETF TRUST,101830666,62887860,164718525,38942806,2021-08
23,미국,US7710491033,ROBLOX CORP CL A,92532758,134818245,227351003,-42285487,2021-08
24,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,91854601,88469963,180324564,3384638,2021-08
25,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,88716631,136412957,225129588,-47696325,2021-08
26,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,88489764,53101303,141591067,35388461,2021-08
27,미국,USN070592100,ASML HOLDING NV ADR,83116087,66775866,149891953,16340221,2021-08
28,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,79437235,55575246,135012481,23861989,2021-08
29,미국,US5494981039,LUCID GROUP INC,78832832,76333220,155166052,2499613,2021-08
30,홍콩,KYG875721634,TENCENT HOLDINGS LTD,78336410,65397471,143733880,12938939,2021-08
31,미국,US4642872422,ISHARES IBOXX USD INVESTMENT GRADE CORPORATE BOND ETF,73175851,10854172,84030023,62321680,2021-08
32,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,71522884,67486563,139009447,4036321,2021-08
33,미국,US5951121038,MICRON TECHNOLOGY INC,70471949,48034537,118506486,22437412,2021-08
34,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,64408422,42471071,106879493,21937351,2021-08
35,미국,US22266T1097,COUPANG INC,64308093,28940229,93248322,35367864,2021-08
36,미국,US19260Q1076,COINBASE GLOBAL INC,64125578,52830603,116956181,11294976,2021-08
37,미국,US83067L1098,SKILLZ INC CL A MRGR 007792308 US34407Y1038,62832043,34538826,97370869,28293217,2021-08
38,미국,US25400W1027,DIGITAL TURBINE INC,59872980,41804420,101677400,18068560,2021-08
39,미국,US09075V1026,BIONTECH SE ADR,59819510,52480789,112300299,7338721,2021-08
40,미국,US2546871060,WALT DISNEY CO,59458190,63218033,122676223,-3759844,2021-08
41,미국,US8740391003,TAIWAN SEMICONDUCTOR MANUFACTURING CO LTD ADR,58192657,78395907,136588564,-20203251,2021-08
42,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,57080403,64732120,121812523,-7651717,2021-08
43,홍콩,HK0000562642,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (USD),56526697,62367871,118894568,-5841174,2021-08
44,미국,US8552441094,STARBUCKS CORP,56155762,25432858,81588620,30722904,2021-08
45,미국,PA1436583006,CARNIVAL CORP,54678527,55440381,110118908,-761854,2021-08
46,미국,US92766K1060,VIRGIN GALACTIC HOLDINGS INC CL A,54142915,51456101,105599016,2686813,2021-08
47,미국,US2362721001,DANIMER SCIENTIFIC INC EXOF 007821143 US53804F2020,54125587,25574942,79700530,28550645,2021-08
48,미국,US70450Y1038,PAYPAL HOLDINGS INC,52525828,33178953,85704780,19346875,2021-08
49,미국,US02079K1079,ALPHABET INC CL C CHAN 39527405649 US38259P7069,52347068,28781662,81128730,23565406,2021-08
50,미국,US91332U1016,UNITY SOFTWARE INC,51720681,123065942,174786624,-71345261,2021-08
1,미국,US88160R1014,TESLA INC,601995112,875975333,1477970445,-273980221,2021-09
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,545205290,312255189,857460479,232950100,2021-09
3,미국,US0378331005,APPLE INC,443437724,365167992,808605716,78269733,2021-09
4,미국,US5494981039,LUCID GROUP INC,352551622,274919985,627471607,77631637,2021-09
5,미국,US02079K3059,ALPHABET INC CL A,294320410,182892604,477213014,111427805,2021-09
6,미국,US5949181045,MICROSOFT CORP,253671986,142910978,396582964,110761008,2021-09
7,미국,US67066G1040,NVIDIA CORP,225532288,218280251,443812539,7252037,2021-09
8,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,215431762,262154856,477586619,-46723094,2021-09
9,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,194262012,98610612,292872624,95651399,2021-09
10,미국,US0231351067,AMAZON.COM INC,194253397,258995824,453249221,-64742427,2021-09
11,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,183447458,194840486,378287944,-11393028,2021-09
12,미국,US78462F1030,SPDR SP 500 ETF TRUST,168305460,65260776,233566237,103044684,2021-09
13,미국,USN070592100,ASML HOLDING NV ADR,163756183,75191613,238947796,88564570,2021-09
14,미국,US30303M1027,META PLATFORMS INC CL A,156167157,99551158,255718315,56616000,2021-09
15,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),154911923,144630653,299542577,10281270,2021-09
16,미국,US74347G8612,PROSHARES ULTRAPRO SHORT QQQ ETF,145536414,142366592,287903005,3169822,2021-09
17,미국,US60770K1079,MODERNA INC,143052830,197939523,340992353,-54886694,2021-09
18,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,134056690,180026222,314082912,-45969532,2021-09
19,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,129211340,123385612,252596952,5825728,2021-09
20,미국,US86858W2008,SUPPORT.COM INC,111669379,106898813,218568191,4770566,2021-09
21,미국,US9273301005,VINCO VENTURES INC CHAN 007709491 US28103E1064,107984083,102066221,210050304,5917862,2021-09
22,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,106277738,95912887,202190625,10364850,2021-09
23,홍콩,HK2828013055,HANG SENG CHINA ENTERPRISES INDEX ETF (HKD),100712549,90744,100803293,100621805,2021-09
24,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,95643625,154434381,250078007,-58790756,2021-09
25,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,89052902,46420018,135472920,42632884,2021-09
26,홍콩,HK0000562642,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (USD),81777006,91045015,172822022,-9268009,2021-09
27,미국,US13200M5085,CAMBER ENERGY INC SPLR 006836349 US13200M4096,76507810,73376968,149884778,3130842,2021-09
28,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,73667262,97850688,171517950,-24183426,2021-09
29,미국,US83406F1021,SOFI TECHNOLOGIES INC,73524792,80239942,153764734,-6715151,2021-09
30,미국,US37954Y8553,GLOBAL X LITHIUM N BATTERY TECH ETF,72362403,68675604,141038007,3686799,2021-09
31,미국,US7710491033,ROBLOX CORP CL A,70988613,69028362,140016975,1960252,2021-09
32,미국,US58933Y1055,MERCK N CO INC,69892968,24113165,94006133,45779803,2021-09
33,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,66962130,56475456,123437586,10486674,2021-09
34,미국,US92826C8394,VISA INC CL A,66872021,38782791,105654811,28089230,2021-09
35,미국,US0970231058,BOEING CO,61161900,53671691,114833591,7490208,2021-09
36,미국,US6541101050,NIKOLA CORP EXOF 007323093 US92243N2027,60944878,50038635,110983514,10906243,2021-09
37,미국,US0079031078,ADVANCED MICRO DEVICES INC,60574626,60797440,121372067,-222814,2021-09
38,미국,US25460G6908,DIREXION DAILY SEMICONDUCTORS BEAR 3X SHS ETF SPLR 007451727 US25460E1828,59673831,58754045,118427876,919786,2021-09
39,미국,US2546871060,WALT DISNEY CO,59262070,61945965,121208035,-2683894,2021-09
40,미국,US15961R1059,CHARGEPOINT HOLDINGS INC CL A MRGR 007972981 US87105M1027,58855318,33667268,92522586,25188050,2021-09
41,미국,US22266T1097,COUPANG INC,58308982,38426783,96735765,19882199,2021-09
42,미국,US7561091049,REALTY INCOME CORP,56633255,27560883,84194137,29072372,2021-09
43,미국,US8552441094,STARBUCKS CORP,53613896,41176504,94790400,12437392,2021-09
44,미국,US0090661010,AIRBNB INC CL A,51894669,56221473,108116142,-4326804,2021-09
45,미국,US02156U1016,ATERIAN INC,51129550,49166469,100296018,1963081,2021-09
46,미국,US6541061031,NIKE INC CL B,50844422,24738716,75583138,26105706,2021-09
47,미국,US91332U1016,UNITY SOFTWARE INC,50071313,103079531,153150844,-53008218,2021-09
48,미국,PA1436583006,CARNIVAL CORP,49548078,64029974,113578051,-14481896,2021-09
49,미국,US25460E5050,DIREXION DAILY CSI CHINA INTERNET INDEX BULL 2X SHS ETF,48601372,35846083,84447455,12755289,2021-09
50,미국,US9229083632,VANGUARD SP 500 ETF SPLR 39326002188 US9229084135,48131345,19357667,67489013,28773678,2021-09
1,미국,US88160R1014,TESLA INC,981921185,1200994730,2182915915,-219073545,2021-10
2,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,690850275,557600385,1248450660,133249889,2021-10
3,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,429910975,358420250,788331226,71490725,2021-10
4,미국,USN070592100,ASML HOLDING NV ADR,334286676,145359312,479645988,188927365,2021-10
5,미국,US30303M1027,META PLATFORMS INC CL A,316599194,142241455,458840649,174357739,2021-10
6,미국,US0378331005,APPLE INC,306658458,285857783,592516241,20800675,2021-10
7,미국,US02079K3059,ALPHABET INC CL A,296778422,177031675,473810096,119746747,2021-10
8,미국,US25400Q1058,DIGITAL WORLD ACQUISITION CORP,243549007,249221370,492770377,-5672363,2021-10
9,미국,US5494981039,LUCID GROUP INC,242186204,241148170,483334373,1038034,2021-10
10,미국,US0636796171,BMO MICROSECTORS FANG INNOVATION 3X LEVERAGED ETN,221372927,189856766,411229693,31516161,2021-10
11,미국,US67066G1040,NVIDIA CORP,209875898,186269161,396145058,23606737,2021-10
12,미국,US58933Y1055,MERCK N CO INC,188896361,122062566,310958927,66833795,2021-10
13,미국,US5949181045,MICROSOFT CORP,183135541,155344915,338480456,27790626,2021-10
14,미국,US13200M5085,CAMBER ENERGY INC SPLR 006836349 US13200M4096,178799849,174084006,352883855,4715843,2021-10
15,미국,US74347G8612,PROSHARES ULTRAPRO SHORT QQQ ETF,172397291,168247248,340644539,4150043,2021-10
16,미국,US0231351067,AMAZON.COM INC,164553114,184457521,349010635,-19904407,2021-10
17,미국,US0636798722,BMO MICROSECTORS FANG+ INDEX 3X LEVERAGED ETN,145227425,192539557,337766982,-47312131,2021-10
18,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,144859179,99294840,244154019,45564339,2021-10
19,미국,US74347Y8396,PROSHARES ULTRA VIX SHORT TERM FUTURES ETF,132012425,124714839,256727263,7297586,2021-10
20,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,117540335,103666008,221206343,13874328,2021-10
21,미국,US74347R2067,PROSHARES ULTRA QQQ ETF,109994329,69100300,179094629,40894029,2021-10
22,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,102068588,79961675,182030263,22106914,2021-10
23,미국,US78462F1030,SPDR SP 500 ETF TRUST,98364991,78044701,176409692,20320290,2021-10
24,미국,US00165C1045,AMC ENTERTAINMENT HOLDINGS INC,92168904,104251706,196420610,-12082802,2021-10
25,미국,US70450Y1038,PAYPAL HOLDINGS INC,89584685,36978960,126563645,52605725,2021-10
26,미국,US01609W1027,ALIBABA GROUP HOLDING LTD ADR,87045040,63260291,150305331,23784749,2021-10
27,미국,US60770K1079,MODERNA INC,85665164,110727478,196392642,-25062314,2021-10
28,미국,US4642886794,ISHARES SHORT TREASURY BOND ETF,71893064,90439301,162332365,-18546237,2021-10
29,미국,US06367V1052,BMO MICROSECTORS US BIG OIL INDEX 3X LEVERAGED ETN,69817181,113775342,183592523,-43958161,2021-10
30,미국,US74347W3878,PROSHARES ULTRASHORT BLOOMBERG NATURAL GAS ETF,67378520,44577935,111956455,22800586,2021-10
31,미국,US83406F1021,SOFI TECHNOLOGIES INC,64399095,115599205,179998301,-51200110,2021-10
32,미국,US0970231058,BOEING CO,62765384,64023457,126788840,-1258073,2021-10
33,홍콩,HK0000123577,CHINAAMC CSI 300 INDEX ETF HKD,61635065,42887923,104522988,18747143,2021-10
34,미국,US19260Q1076,COINBASE GLOBAL INC,61437208,60003459,121440667,1433748,2021-10
35,미국,US7710491033,ROBLOX CORP CL A,61280082,72511509,133791591,-11231426,2021-10
36,미국,US72919P2020,PLUG POWER INC,60939567,70533082,131472649,-9593515,2021-10
37,미국,PA1436583006,CARNIVAL CORP,60925691,48719197,109644888,12206493,2021-10
38,미국,US2546871060,WALT DISNEY CO,60372214,45660928,106033143,14711286,2021-10
39,홍콩,HK0000562642,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (USD),58206534,99907145,158113679,-41700612,2021-10
40,미국,US74347G4405,PROSHARES BITCOIN STRATEGY ETF,57172037,19958480,77130518,37213557,2021-10
41,미국,US25490K3234,DIREXION DAILY SP BIOTECH BULL 3X SHS ETF,56950894,33399452,90350346,23551442,2021-10
42,미국,US0079031078,ADVANCED MICRO DEVICES INC,56602356,75090169,131692526,-18487813,2021-10
43,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),55803455,85576622,141380077,-29773167,2021-10
44,미국,US71948P1003,PHUNWARE INC,55433963,51254023,106687986,4179940,2021-10
45,미국,US74347Y8701,PROSHARES ULTRA BLOOMBERG NATURAL GAS ETF SPLR 007184947 US74347Y7067,54588272,51175402,105763674,3412869,2021-10
46,미국,US6541061031,NIKE INC CL B,53959977,32963121,86923099,20996856,2021-10
47,미국,US74347X8645,PROSHARES ULTRAPRO SP 500 ETF,51653287,52563656,104216942,-910369,2021-10
48,미국,US0090661010,AIRBNB INC CL A,50809287,41479903,92289190,9329384,2021-10
49,미국,US37954Y8553,GLOBAL X LITHIUM N BATTERY TECH ETF,50400636,48303524,98704161,2097112,2021-10
50,미국,US74319F1075,PROGENITY INC,50131848,46336133,96467982,3795715,2021-10
1,미국,US88160R1014,TESLA INC,2816135502,2100584700,4916720203,715550802,2021-11
2,미국,US5494981039,LUCID GROUP INC,1392474292,1243443617,2635917909,149030675,2021-11
3,미국,US67066G1040,NVIDIA CORP,1108924711,664470094,1773394805,444454617,2021-11
4,미국,US76954A1034,RIVIAN AUTOMOTIVE INC,723493166,463228241,1186721406,260264925,2021-11
5,미국,US30303M1027,META PLATFORMS INC CL A,589808467,342383171,932191638,247425296,2021-11
6,미국,US74347X8314,PROSHARES ULTRAPRO QQQ ETF,579106078,547486587,1126592665,31619492,2021-11
7,미국,US46222L1089,IONQ INC,447391777,255048585,702440361,192343192,2021-11
8,미국,US5949181045,MICROSOFT CORP,378826339,203358861,582185200,175467479,2021-11
9,미국,US0378331005,APPLE INC,378076546,471961494,850038039,-93884948,2021-11
10,미국,US25459W4583,DIREXION DAILY SEMICONDUCTORS BULL 3X SHS ETF,340235056,430371699,770606754,-90136643,2021-11
11,미국,US70450Y1038,PAYPAL HOLDINGS INC,310499913,182306890,492806804,128193023,2021-11
12,미국,US02079K3059,ALPHABET INC CL A,282362076,223999138,506361214,58362938,2021-11
13,미국,US7710491033,ROBLOX CORP CL A,282289668,295252924,577542591,-12963256,2021-11
14,미국,US0231351067,AMAZON.COM INC,239921503,372921133,612842635,-132999630,2021-11
15,미국,US46090E1038,INVESCO QQQ TRUST SRS 1 ETF,216436959,133542156,349979115,82894803,2021-11
16,미국,US2546871060,WALT DISNEY CO,213955924,109679581,323635505,104276343,2021-11
17,미국,US0079031078,ADVANCED MICRO DEVICES INC,198144797,158783395,356928192,39361403,2021-11
18,미국,US92826C8394,VISA INC CL A,164622215,88435504,253057719,76186711,2021-11
19,미국,US91332U1016,UNITY SOFTWARE INC,159278670,132116102,291394772,27162568,2021-11
20,미국,US74347G8612,PROSHARES ULTRAPRO SHORT QQQ ETF,158988369,144714916,303703284,14273453,2021-11
21,미국,USN070592100,ASML HOLDING NV ADR,158394084,173894863,332288947,-15500779,2021-11
22,미국,US69608A1088,PALANTIR TECHNOLOGIES INC CL A,156295521,138140377,294435897,18155144,2021-11
23,미국,US83406F1021,SOFI TECHNOLOGIES INC,137670581,136929014,274599595,741566,2021-11
24,미국,US0090661010,AIRBNB INC CL A,125783510,123923351,249706861,1860160,2021-11
25,미국,US6700024010,NOVAVAX INC SPLR 006427946 US6700021040,123211120,94666245,217877365,28544875,2021-11
26,미국,US37954Y8553,GLOBAL X LITHIUM N BATTERY TECH ETF,119895004,94687160,214582164,25207844,2021-11
27,미국,US53656F4173,ROUNDHILL BALL METAVERSE ETF,115166999,24170743,139337742,90996255,2021-11
28,홍콩,HK0000562659,GLOBAL X CHINA ELECTRIC VEHICLE AND BATTERY ETF (HKD),114047289,145334960,259382249,-31287671,2021-11
